,airline_sentiment,text,processed_text,label,label_doc2vec
7273,negative,"@JetBlue - Fix your @#$&amp; jet bridges.  40 minute delay, 2nd gate...still waiting!  #jetblues http://t.co/ncB2oNcS9i",jetblue fix your amp jet bridge minute delay nd gatestill wait jetblues,-1,0
571,neutral,@united 6533 ORD to DCA,united ord to dca,0,1
6999,neutral,@JetBlue Indeed. It was not 😉.,jetblue indeed it be not,0,1
11460,negative,@USAirways On hold for an hour...connected to the wrong department by your automated system...transferred and now another 45 min &amp; counting,usairways on hold for an hourconnected to the wrong department by your automate systemtransferred and now another min amp counting,-1,0
3420,neutral,@united There is only one club at LAX  - in terminal 7 across from gate 71,united there be only one club at lax in terminal across from gate,0,1
2397,neutral,@united nope.  no case id either time.,united nope no case id either time,0,1
14289,neutral,@AmericanAir check your dm pls,americanair check your dm pls,0,1
12,positive,@VirginAmerica This is such a great deal! Already thinking about my 2nd trip to @Australia &amp; I haven't even gone on my 1st trip yet! ;p,virginamerica this be such a great deal already think about my nd trip to australia amp i havent even go on my st trip yet p,1,2
4778,neutral,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?",southwestair get an email confirmation of wifi purchase on a recent flight trouble be ive never fly with you ever concern scam,0,1
2346,positive,@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.,united hmmmseems like this could be something to be change to be more flyerfriendly,1,2
9370,neutral,"@USAirways hi guys, do you have a general enquires email address please? Thanks David.",usairways hi guy do you have a general enquires email address please thanks david,0,1
12805,positive,@AmericanAir thanks for following up- it finally worked!! Fingers crossed the new flight works.,americanair thanks for follow up it finally work finger cross the new flight work,1,2
13155,negative,"@AmericanAir Define ""sincerely"". Your actions do not reflect what you're saying in a poor attempt to redeem yourselves on social media.",americanair define sincerely your action do not reflect what youre say in a poor attempt to redeem yourselves on social medium,-1,0
14177,neutral,@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.,americanair im on into dallas do i have any chance of catch to boston do i need to run from gate d to a,0,1
5784,positive,"@SouthwestAir appreciate the reply, hopefully those LAX agents get the memo. Cheers!",southwestair appreciate the reply hopefully those lax agent get the memo cheer,1,2
13761,neutral,@AmericanAir 48 hours and still no bag. Could have flown to Costa Rica and back by now. I had gifts for my family in my bags.,americanair hour and still no bag could have fly to costa rica and back by now i have gift for my family in my bag,0,1
12885,negative,@AmericanAir I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!,americanair i cancel flightled my ticket and be take two month to refund and still wait,-1,0
9556,negative,@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,usairways i call more than time to redeem mile point and cant get through you advertise the mile but make them very hard to use,-1,0
1789,negative,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎",united thank you for dishonor my upgrade and put me in a seat i didnt want all while not even notify me great k service,-1,0
5907,negative,@SouthwestAir Unable to check in my flight. It says my itinerary is ineligible for checkin online. Go to counter. Very inconvenient!!!,southwestair unable to check in my flight it say my itinerary be ineligible for checkin online go to counter very inconvenient,-1,0
7992,neutral,@JetBlue When will you release November flights for Flight Booking Problems?,jetblue when will you release november flight for flight booking problem,0,1
13399,neutral,@AmericanAir No worries. Don't blame you for weather.,americanair no worry dont blame you for weather,0,1
11379,positive,@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd,usairways thanks for give away my seat another fine job,1,2
1406,negative,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?,united i just check my united app and the most valuable use of this app have be remove i can no longer see the status of my equipment,-1,0
4507,positive,@southwestair cool shot of the moon and one of your fleet http://t.co/kl9BAiMES6,southwestair cool shot of the moon and one of your fleet,1,2
11085,negative,@USAirways 4 hours Late Flightr And i lost my conection 😡,usairways hour late flightr and i lose my conection,-1,0
6584,neutral,"@SouthwestAir we desparately need yall to make a nonstop BNA-&gt; TUL! Cmon it'll be popular. 😄 (right, @annebevi @PaulBev1  @MikeAbramson??)",southwestair we desparately need yall to make a nonstop bnagt tul cmon itll be popular right annebevi paulbev mikeabramson,0,1
13678,negative,@AmericanAir I am going to keep these tweets coming till AA does something...which I know is nothing..hoping I go way...not likely.,americanair i be go to keep these tweet come till aa do somethingwhich i know be nothinghoping i go waynot likely,-1,0
13709,negative,@AmericanAir wasn't offered a flight out of PHL until TUESDAY so had to ask to be booked to Houston instead of Austin.,americanair wasnt offer a flight out of phl until tuesday so have to ask to be book to houston instead of austin,-1,0
12346,positive,"@AmericanAir Yes, thank you. Just not how I wanted to start my vacation!",americanair yes thank you just not how i want to start my vacation,1,2
7885,positive,"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)",jetblue ah no the staff be perfect this morning at jfk more sleep for me,1,2
1385,negative,@united also didn't ice the frozen metal walkway. Wasted 40 minutes because no one knew how to do simple jobs.,unite also didnt ice the frozen metal walkway waste minute because no one know how to do simple job,-1,0
438,neutral,@VirginAmerica I miss the #nerdbird in San Jose,virginamerica i miss the nerdbird in san jose,0,1
8429,positive,@JetBlue good morning sunshine! #TailfinThursday http://t.co/Nc0ES6e4Lf,jetblue good morning sunshine tailfinthursday,1,2
2064,negative,@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets,united after min of avoidable nonweather delay that appreciation link good be give out goldentickets,-1,0
11340,negative,@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.,usairways cant help but be frustrate after an hour call with u end up with a disconnection and no answer especially a div pref member,-1,0
